code,description
105848-6,PhenX - C reactive protein (CRP) protocol 660601
105867-6,p-ANCA atypical Ser Ql
105869-2,Neuts Band Bld Ql
105870-0,Lymphocytes # Spec
105896-5,CaOx Cry #/area UrnS
105897-3,CaOx Cry #/area Ur
105902-1,Astro typ 1-8 RNA Stl Ql
105904-7,VRE Spec Ql
105909-6,SARS-CoV-2 RNA Spec Ql
105910-4,SARS-CoV-2 IgG Spec-aCnc
105911-2,SARS-CoV-2 IgG Spec Ql
105918-7,S pneum DNA BAL Ql NAA+probe
105926-0,Mycobacterium Stl Cult
105933-6,Bacteria Surgical wound Anaerobe Cult
106040-9,Fungus Anal Ql Cult
106053-2,Rheumatoid Factor IgM and IgA antibody panel
106060-7,Hepatitis B and C virus Ab panel
106128-2,HBG1 gene mut anl Bld/T
106158-9,Insulin DBS IA-aCnc
10631-0,Testost Smn-sCnc
10634-4,C1INH Functional/C1INH Total MFr SerPl
1064-5,Deprecated I NOS Ag RBC BPU Ql
106410-4,Cand spp. 1 Ct Bld + Qn NAA+prb
106411-2,Candida spp. 2 DNA Ct Bld +Qn NAA+prb
10643-5,Amoeba Stl Cult
10646-8,HAstV Stl EM
1065-2,Deprecated I NOS Ag RBC Donr Ql
106519-2,"t(14;19)(q32;q13) (IGH, BCL3) Bld/Mr fsh"
106530-9,Albumin Glycated SerPl IA-sRto
106574-7,M hominis DNA Anal Ql NAA+probe
106576-2,T palldm DNA Anal Ql NAA+probe
106594-5,Gp B Strep DNA Fld Ql NAA+n-prb
1066-0,Deprecated I NOS Ag RBC Ql
106608-3,S pyo DNA Fld Ql NAA+n-prb
106609-1,Streptococcus DNA Fld Ql NAA+n-prb
106618-2,Deprecated FLUBV NS gene Nph Ql NAA+probe
106634-9,Deprecated HbA1c Bld IFCC-sRto
10670-8,G lamblia Stl Ql Cult
10673-2,HBV core Ag Tiss Ql ImStn
106733-9,Troponin I SerPlBld IA.rapid-mCnc
106734-7,Troponin T SerPlBld IA.rapid-mCnc
106735-4,NT-proBNP SerPlBld IA.rapid-mCnc
10674-0,HBV surface Ag Tiss Ql ImStn
10675-7,HBV surface Ag Tiss Ql Orcein Stn
10676-5,HCV RNA SerPl Probe amp-aCnc
106762-8,HIV pre exposure prophylaxis monitoring panel
106780-0,Heredit thyr cancer multi analy Bld/T
106781-8,Hered renal cancer multi analy Bld/T
106782-6,Hered pan cancer multi analy Bld/T
106783-4,Myelodysplast neo chom anly Bld/Mar FISH
106786-7,LDL rcp rel protein 4 Ab Ser Ql CB IF
106791-7,Analytical tests in the 3 trim preg
106793-3,Continuous glucose monitoring time in ranges panel
10682-3,Deprecated HIV1 RNA SerPl Amp Prb-aCnc
106876-6,Hp-Hb complex Stl-mCnc
106883-2,HIV1+2 T. pallidum Ab SPB IA
106905-3,GN bact DNA Ct Bld Pos Qn NAA+probe
106906-1,Troponin I SerPlBld HS-mCnc
106910-3,CD3+CD4+ Cells/CD3+CD8+ Cll BAL FC
106911-1,CD3+CD8+ Cells/lymph NFr BAL FC
106912-9,CD3+CD4+ Cells/lymph NFr BAL FC
106913-7,CD3 Cells/lymph NFr BAL FC
106914-5,Monocytes NFr BAL
106916-0,Basophils NFr BAL
106917-8,Eosinophil NFr BAL
106918-6,Lymphocytes NFr BAL
106919-4,Neutrophils NFr BAL
106937-6,HDV Ab SerPl Ql IA
106938-4,HBV core Ab SerPl IA-aCnc
106948-3,T Lymphocytes.CD3+CD19- NFr Spec FC
106949-1,T Lymphocytes.CD3+CD19- NFr Mar FC
106950-9,T Lymphocytes.CD3+CD19- NFr Bld FC
106982-2,pH adj eucapnic lvl BldCoA Calc
106991-3,Methyl-1-testosterone Ur Ql GC-MS
1070-2,Jk sup(a) Ag RBC BPU Ql
10703-7,O+P Stl Kinyoun IH Stn
107036-6,Lymphocytes # Spec FC
107037-4,CD3 Cells/lymph NFr Spec FC
107038-2,CD3 Cells/lymph NFr Mar FC
107042-4,Lymphocytes # Mar FC
107061-4,Cells.CD3+CD19- (T cells)/lymph NFr Spec FC
107062-2,Cells.CD3+CD19- (T cells)/lymph NFr Mar FC
107064-8,Cells.CD3+CD19- (T cells)/lymph NFr Bld FC
1071-0,Jk sup(a) Ag RBC Donr Ql
107105-9,PROMIS pediatric depressive symptoms - version 3.0 T-score
107155-4,Lymphocytes # HPC BPU
107159-6,Chrom analy Bld Microarray
107162-0,LPa DBS-sCnc
10717-7,S pneum Ab Ser LA-aCnc
107175-2,Hct VFr Prt
107185-1,NT-proBNP Fld IA-mCnc
107186-9,Fungus Bld Cult org #2
107187-7,Fungus Bld Cult org #3
107189-3,Hgb sp3 Stl gastro-mCnc
107190-1,Hgb sp2 Stl gastro-mCnc
107191-9,Hgb sp1 Stl gastro-mCnc
107193-5,Platelet # Bld Auto
1072-8,Jk sup(a) Ag RBC Ql
107231-3,BNP adjusted for eGFR SerPl-mCnc
107238-8,CD169 monocytes/Monocytes NFr Bld
107241-2,MRD analysis Spec Ql Seq
107243-8,Rh antigens C little c E little e panel
107257-8,Naloxone/Creat Ur
107286-7,HRD status analysis Tiss Ql
10730-0,Trypanos Bld Cult
107344-4,FLUAV+FLUBV RNA Nph Ql NAA+probe
107357-6,S pneum DNA Bronch Ql NAA+probe
107364-2,FLUBV RNA Spt Ql NAA+n-prb
107365-9,FLUAV RNA Spt Ql NAA+n-prb
107446-7,CK MM DBS-cCnc
107456-6,DAT IgG-Sp Reag RBC Fetus-Imp
10746-6,Calcium Tiss von Kossa Stn
107474-9,p-ANCA.IgG Ser Ql IF
107492-1,p-ANCA.IgA Ser Ql IF
107500-1,Testost 3h p chal SerPl LC/MS/MS-mCnc
107501-9,Testost 4h p chal SerPl LC/MS/MS-mCnc
107541-5,Heredi hemo multi anl Bld/T
107542-3,RBC enzyme dis multi anl Bld/T
107544-9,Chronic eosin chrom anly Bld/T FISH
107547-2,Comp cardio multi anl Bld/T
107550-6,Lymphocyte subset Bld/T
107553-0,Ig gene rearr Spec
107559-7,Lipase Drain-cCnc
10758-1,Iron Bone Histomorph Stn
10759-9,Iron Spt Gomori Stn
10760-7,Iron Tiss Gomori Stn
107603-3,LPT CA Bld-nRate
107604-1,LPT TT Bld-nRate
107605-8,LPT Tuberc Bld-nRate
107606-6,LPT CA Bld-aCnc
107607-4,LPT PW Bld-aCnc
10761-5,Iron Tiss Other Stn
1077-7,Jk sup(b) Ag RBC Donr Ql
1078-5,Jk sup(b) Ag RBC Ql
107930-0,Cont glu mon summary report Doc
107931-8,Continuous glucose monitoring summary panel
107946-6,Lipase Pcar-cCnc
108007-6,FLUAV Ab Msmt Ser
108010-0,D Dimer Msmt PPP
108011-8,Phosphate Msmt Ur
108014-2,Calcium Msmt Ur
108015-9,Bilirub Msmt Ur
108018-3,LDLc Msmt SerPl
108021-7,Prot Msmt Ur
108024-1,Creat Msmt Ur
108027-4,Glucose Msmt Ur
108029-0,Albumin Msmt Ur
108085-2,SARS-CoV-2 lineage Nph Seq
108087-8,FLUAV + FLUBV RNA Nph NAA+probe
108103-3,HAV RNA Bld Ql NAA+probe
108141-3,C peptide sp5 SerPl-mCnc
108142-1,C peptide sp4 SerPl-mCnc
108143-9,C peptide sp3 SerPl-mCnc
108144-7,C peptide sp1 SerPl-mCnc
108145-4,Cortis sp5 SerPl-sCnc
108146-2,Cortis sp4 SerPl-sCnc
108147-0,Cortis sp3 SerPl-sCnc
108148-8,Cortis sp2 SerPl-sCnc
108149-6,Cortis sp1 SerPl-sCnc
108158-7,Resp path DNA+ RNA Spec NAA+n-prb
108159-5,Resp path DNA+ RNA Spec Ql NAA+n-prb
108160-3,Respiratory pathogens DNA & RNA panel
108161-1,Resp path DNA+ RNA Resp NAA+n-prb
108162-9,Resp path DNA+ RNA Resp Ql NAA+n-prb
108173-6,FLUBV RNA Spec Ql NAA+n-prb
108174-4,FLUAV H3 RNA Spec Ql NAA+n-prb
108176-9,FLUAV H1 RNA Spec Ql NAA+n-prb
108177-7,FLUAV RNA Spec Ql NAA+n-prb
108180-1,SARS-CoV-2 RNA Spec Ql NAA+n-prb
1082-7,Js sup(a) Ag RBC BPU Ql
108266-8,Monocytes.CD169 mean fluorescence intensity Act/Nor Bld FC
108267-6,Neutrophil CD64 MFI ratio in Blood FC
108286-6,LDL recep related protein 4 Ab Titr Ser
108287-4,Ret-He-RBC-He (Delta) EntMassDiff Bld
1083-5,Js sup(a) Ag RBC Donr Ql
10833-2,Insulin 7h p 75 g Glc PO SerPl-mCnc
108346-8,Trigl Msmt Ur
10835-7,LPa SerPl-mCnc
108357-5,Ethylmalonate/Creat Msmt Ur
108359-1,Etiocholanolone/Creat Msmt Ur
108385-6,Formate/Creat Msmt Ur
108386-4,FSH/Creat Msmt Ur
10839-9,Troponin I SerPl-mCnc
108392-2,Hcys/Creat Msmt Ur
1084-3,Js sup(a) Ag RBC Ql
108408-6,Cystatin C Msmt Ur
108420-1,Catechols/Creat Msmt Ur
108428-4,Benzoate/Creat Msmt Ur
108435-9,Boron/Creat Msmt Ur
108440-9,C peptide/Creat Msmt Ur
108443-3,Carn esters/Creat Msmt Ur
108470-6,MetanephS/Creat Msmt Ur
108477-1,LH/Creat Msmt Ur
108479-7,BJ Protein Free Msmt Ur
108481-3,Isocitrate/Creat Msmt Ur
108484-7,Lactate/Creat Msmt Ur
108495-3,Phenyllactate/Creat Msmt Ur
108504-2,Oxalate/Creat Msmt Ur
108508-3,Phenylacetate/Creat Msmt Ur
108509-1,Phenylpyruvate/Creat Msmt Ur
10851-4,E coli O157H7 Stl Ql Cult
108510-9,PBG/Creat Msmt Ur
108516-6,Pregntrl/Creat Msmt Ur
108517-4,Porphyrins/Creat Msmt Ur
10852-2,Deprecated Fungus Bld
108520-8,Lipase Msmt Ur
108525-7,Succinate/Creat Msmt Ur
108526-5,Suberate/Creat Msmt Ur
108527-3,Tellurium/Creat Msmt Ur
108528-1,Testost/Creat Msmt Ur
108533-1,GH/Creat Msmt Ur
108534-9,Pyruvate/Creat Msmt Ur
108537-2,Salicylates Msmt Ur
108545-5,4OH-phenylacetate/Creat Msmt Ur
108547-1,3Me-tyramine/Creat Msmt Ur
108570-3,17KS/Creat Msmt Ur
108577-8,17OHCS/Creat Msmt Ur
108583-6,Androsterone/Creat Msmt Ur
108586-9,Argininosuccinate/Creat Msmt Ur
108594-3,Aldost/Creat Msmt Ur
108600-8,S pyo Ag Msmt Throat
108602-4,FLUBV Ag Msmt Throat
108603-2,FLUAV+FLUBV+FLUCV Ag Msmt Throat
108604-0,FLUAV+FLUBV Ag Msmt Throat
108605-7,FLUAV Ag Msmt Throat
10861-3,PR Tiss-mCnt
108610-7,LDH Msmt Snv
108632-1,Hgb Msmt Stl gastro
108639-6,Chloride Msmt Sweat
108668-5,Calcium Msmt Stl
108679-2,HIV1 Ab Msmt SerPlBld
108689-1,BUN Msmt SerPl
108692-5,HBV core IgM Msmt SerPl
108704-8,Folate Msmt SerPl
108714-7,HEV RNA Msmt SerPl
108715-4,HDV RNA Msmt SerPl
108717-0,HIV1 Ab Msmt SerPl
108718-8,Hcys Msmt SerPl
108719-6,HIV 2 RNA Msmt SerPl
108720-4,HIV 1+2 Ab+HIV1 p24 Ag Msmt SerPl
10873-8,B2 Microglob 24h Ur-mRate
108737-8,UIBC Msmt SerPl
108738-6,TIBC Msmt SerPl
108752-7,C2 Msmt SerPl
108754-3,CH50 Msmt SerPl
108758-4,Calcium Msmt SerPl
108779-0,Testosterone.free+WB Msmt SerPl
108785-7,SARS-CoV-2 IgM Msmt SerPl
108788-1,SARS-CoV-2 IgA Msmt SerPl
108797-2,Potassium Msmt SerPl
1088-4,Js sup(b) Ag RBC BPU Ql
10880-3,Magnesium Stl-mCnt
108801-2,Phosphate Msmt SerPl
10881-1,Penta-CP RBC-mCnc
108824-4,Lithium Msmt SerPl
108826-9,LDH Msmt SerPl
108827-7,Lactate Msmt SerPl
108829-3,Insulin Free Msmt SerPl
108834-3,Magnesium Msmt SerPl
10884-5,Phosphate Stl-mCnt
108862-4,BNP Msmt SerPl
108865-7,RF IgM Msmt Ser
10888-6,Lipase Ur-cCnc
108883-0,Porcine FLUAV Ab Msmt Ser
1089-2,Js sup(b) Ag RBC Donr Ql
108983-8,p-ANCA atypical Msmt Ser
108997-8,Atyp ANCA Msmt Ser
108998-6,ANCA IgG Msmt Ser
10900-9,HBV surface Ab Ser Ql IA
10901-7,HIV2 gp125 Ab Ser Ql IB
10902-5,HIV2 gp36 Ab Ser Ql IB
109036-4,S pneum Da 9V IgG Msmt Ser
109037-2,S pneum Da 12F Ab Msmt Ser
109041-4,S pneum Da 6B IgG Msmt Ser
109042-2,S pneum Da 6A IgG Msmt Ser
109055-4,TSH BII Msmt Ser
109063-8,Bilirub Msmt SerPl
109066-1,Bilirub Indirect Msmt SerPl
109070-3,Cancer Ag19-9 Msmt SerPl
109075-2,C peptide Msmt SerPl
10908-2,Deprecated S pneum7 IgG Ser IA-aCnc
109088-5,ALP Bone Msmt SerPl
109124-8,VGCC-P/Q Bind Ab Msmt Ser
109125-5,VGCC IgG Msmt Ser
109209-7,A alternata Ab Msmt Ser
10922-3,BSA IgE Qn
109236-0,Testost Msmt Sal
109239-4,SARS-CoV-2 N gene Msmt Sal
109297-2,Insulin Recep Ab Msmt Ser
109298-0,Insulin Porcine Ab Msmt Ser
109299-8,Insulin Bovine Ab Msmt Ser
109300-4,FLUAV H5 Ab Msmt Ser
109305-3,BJ Protein Free Msmt Ser
109317-8,HIV 2 Ab Msmt Ser
109333-5,HBV core Ab Msmt Ser
109334-3,HBV core IgM Msmt Ser
109335-0,HBV surface Ag Msmt Ser
109365-7,FSP Msmt Ser
1094-2,K Ag RBC BPU Ql
109410-1,LDH Msmt Fld
109411-9,HIV1 Ab Msmt Fld
109417-6,Glucose Msmt Fld
109420-0,Iron Msmt Fld
109424-2,Bilirub Msmt CSF
109425-9,B2 Microglob Msmt CSF
109484-6,Hgb Msmt BldA
109485-3,Glucose Msmt BldA
109501-7,T4 Msmt DBS
109515-7,Phe Msmt Bld
10952-0,Swine Urine Prot IgE Qn
109529-8,Glucose Msmt BldV
109532-2,ALP Msmt Fld
109564-5,Ca-I Msmt Bld
109565-2,Calcium Msmt Bld
109569-4,Folate Msmt Bld
109575-1,Hgb H Msmt Bld
109581-9,HIV 1 pro DNA Msmt Bld
109594-2,Magnesium Msmt Bld
1096-7,K Ag RBC Ql
109600-7,Ammonia Msmt Plas
109606-4,LDH Msmt Plr
10961-1,Rabbit Urine Prot IgE Qn
109623-9,Hgb Free Msmt Plas
109627-0,PK Msmt RBC
109628-8,Porphyrins Msmt RBC
109630-4,Magnesium Msmt RBC
109631-2,Lead Msmt RBC
109632-0,GR Msmt RBC
109633-8,Gal1PO4 Msmt RBC
109634-6,CyB5 Reduct Msmt RBC
109635-3,Copper Msmt RBC
109636-1,Cadmium Msmt RBC
109637-9,"2,3DPG Msmt RBC"
109638-7,Zinc Msmt RBC
109641-1,Ethanol Msmt Sal
109644-5,Cortis Msmt Sal
109654-4,APAP Msmt Gast
10966-0,Glucose 2.5h p 75 g Glc PO Ur Ql Strip
10967-8,Glucose 3.5h p 75 g Glc PO Ur Ql Strip
109671-8,Salicylates Msmt Gast
109679-1,Iron Msmt Hair
10968-6,Glucose 4.5h p 75 g Glc PO Ur Ql Strip
109686-6,LDH Msmt Pcar
10969-4,Cys+HCys Ur Ql
109690-8,FLUBV Ag Msmt Nph
109691-6,FLUAV Ag Msmt Nph
109694-0,FLUBV Ag Msmt Nose
109695-7,FLUAV Ag Msmt Nose
10970-2,Gal1PUT Bld-cCnc
109701-3,LDH Msmt Prt
109706-2,Bilirub Msmt Prt
109721-1,Phosphate Msmt Dial fld
109723-7,Glucose Msmt Dial fld
109729-4,Glucose Msmt DiafP
109765-8,FLUAV Ab Msmt CSF
109769-0,HIV1 RNA Msmt CSF
109785-6,LDH Msmt CSF
109805-2,HCV RNA Msmt CSF
109806-0,HBV DNA Msmt CSF
109828-4,S pneum Ag Msmt CSF
109834-2,Glucose Msmt Interstitial fld
109844-1,Ethanol Msmt Gast
109851-6,FSP Msmt PPP
109857-3,HIV1 RNA Msmt Plas
109874-8,Creat Msmt Fld
109883-9,Bilirub Msmt Fld
109884-7,Albumin Msmt Fld
109886-2,Hgb Msmt BldV
109887-0,Hgb Msmt BldMV
109888-8,Glucose Msmt BldC
109891-2,Retics Msmt
109913-4,HCV RNA Msmt Mar
109914-2,HBV DNA Msmt Mar
109920-9,Albumin Msmt CSF
109962-1,HCV IgG Msmt Ser
109963-9,HCV Ab Msmt Ser
109964-7,HEV Ab Msmt Ser
109965-4,HDV Ag Msmt Ser
109966-2,HDV IgM Msmt Ser
109967-0,HDV IgG Msmt Ser
109968-8,HBV e Ab Msmt Ser
109969-6,HBV core IgG Msmt Ser
109972-0,HAV Ab Msmt Ser
109978-7,HIV1 Ab Msmt Ser
1100-7,Kp sup(a) Ag RBC BPU Ql
110018-9,Gal1PUT Msmt RBC
110026-2,A alternata IgG Msmt Ser
110028-8,Alternaria IgG Msmt Ser
110107-0,Cancer Ag125 Msmt SerPl
11011-4,HCV RNA SerPl NAA+probe-aCnc
110110-4,Bilirub Direct Msmt SerPl
110111-2,B2 Microglob Msmt SerPl
110118-7,TSI Msmt Ser
11012-2,Reovirus Ab Titr Ser CF
110128-6,S pneum Da 4 IgG Msmt Ser
110129-4,S pneum Da 3 IgG Msmt Ser
110130-2,S pneum Da 23F IgG Msmt Ser
110131-0,S pn Da sero 19F IgG Msmt Ser
110132-8,S pneum Da 18C IgG Msmt Ser
110133-6,S pneum Da 14 IgG Msmt Ser
110134-4,S pneum Da 12F IgG Msmt Ser
110137-7,S pneum Da 1 IgG Msmt Ser
110138-5,S pneum IgG Msmt Ser
110139-3,S pneum Da 9N IgG Msmt Ser
110140-1,S pneum Da 9N Ab Msmt Ser
110141-9,S pneum Da 8 IgG Msmt Ser
110142-7,S pneum Da 8 Ab Msmt Ser
110143-5,S pneum Da 7F IgG Msmt Ser
1102-3,Kp sup(a) Ag RBC Ql
11020-5,TRAP Stn Bld/Mar
110215-1,NT-proBNP Msmt SerPl
110246-6,Phenytoin Msmt SerPl
110252-4,SARS-CoV-2 IgG Msmt SerPl
110258-1,Cholest Msmt SerPl
110262-3,C4 Msmt SerPl
110269-8,Iron Msmt SerPl
110270-6,IGF-I Msmt SerPl
110280-5,Ferritin Msmt SerPl
110283-9,Glucose Msmt SerPl
110288-8,Troponin T Msmt SerPl
110289-6,Troponin I Msmt SerPl
110298-7,Chloride Msmt Stl
110300-1,HBV core Ab Msmt Ser Donr
11031-2,Lymphocytes NFr Fld
110321-7,Antimony/Creat Msmt Ur
110325-8,Aluminum/Creat Msmt Ur
110346-4,Silver/Creat Msmt Ur
110347-2,Strontium/Creat Msmt Ur
110349-8,Selenium/Creat Msmt Ur
11035-3,Adenylate kinase RBC-cCnc
110354-8,Propionylgly/Creat Msmt Ur
110356-3,Thallium/Creat Msmt Ur
110358-9,Tin/Creat Msmt Ur
110362-1,PPG/Creat Msmt Ur
110363-9,Orotate/Creat Msmt Ur
110364-7,Phenol/Creat Msmt Ur
110366-2,Lead/Creat Msmt Ur
110369-6,LDH Msmt Ur
110371-2,Iron/Creat Msmt Ur
110374-6,Lithium Msmt Ur
110375-3,Manganese/Creat Msmt Ur
110381-1,Molybdenum/Creat Msmt Ur
110386-0,Me-histamine/Creat Msmt Ur
110395-1,Normetanephrine/Creat Msmt Ur
11040-3,Cortis F Ur-mCnc
110401-7,Bismuth/Creat Msmt Ur
110406-6,Beryllium/Creat Msmt Ur
110408-2,HCO3 Msmt Ur
110410-8,Barium/Creat Msmt Ur
110414-0,Citrate/Creat Msmt Ur
110420-7,Cortis F/Creat Msmt Ur
110422-3,Cobalt/Creat Msmt Ur
110423-1,Copper/Creat Msmt Ur
110431-4,Hexanoylgly/Creat Msmt Ur
110434-8,Glutarate/Creat Msmt Ur
11044-5,DPGM RBC-cCnc
110445-4,Fluoride/Creat Msmt Ur
110449-6,u Estradiol Msmt Ur
11045-2,Enolase RBC-cCnc
110463-7,Urate/Creat Msmt Ur
110465-2,Uranium/Creat Msmt Ur
110467-8,Vanadium/Creat Msmt Ur
11047-8,GPI RBC-cCnc
110470-2,VMA/Creat Msmt Ur
110476-9,Zinc/Creat Msmt Ur
11048-6,GAPD RBC-cCnc
110488-4,Urea/Creat Msmt Ur
110502-2,Estradiol Msmt Ur
110508-9,DOPamine/Creat Msmt Ur
110511-3,Epineph/Creat Msmt Ur
110518-8,D-ALA/Creat Msmt Ur
110522-0,Glucose/Creat Msmt Ur
110525-3,Hippurate/Creat Msmt Ur
110526-1,GAG/Creat Msmt Ur
110527-9,Histamine/Creat Msmt Ur
110528-7,HVA/Creat Msmt Ur
110529-5,Hcys Msmt Ur
11053-6,LDH RBC-cCnc
110536-0,Calcium/Creat Msmt Ur
110538-6,Chloride/Creat Msmt Ur
11054-4,LDLc/HDLc SerPl
110540-2,Cr/Creat Msmt Ur
110544-4,Arsenic/Creat Msmt Ur
110547-7,B2 Microglob/Creat Msmt Ur
110555-0,Cadmium/Creat Msmt Ur
110561-8,Norepineph/Creat Msmt Ur
110565-9,Nickel/Creat Msmt Ur
110569-1,Methylmalonate/Creat Msmt Ur
11057-7,MPGM RBC-cCnc
110576-6,Mercury/Creat Msmt Ur
110577-4,Magnesium/Creat Msmt Ur
11058-5,PFK RBC-cCnc
110580-8,BJ Protein Msmt Ur
110582-4,Lactate Msmt Ur
11059-3,PGK RBC-cCnc
1106-4,Kp sup(b) Ag RBC BPU Ql
11062-7,T4 Alb Bnd SerPl-mCnc
11063-5,TPI RBC-cCnc
110636-8,APAP Msmt Ur
110637-6,Phosphate Msmt Stl
110638-4,HCV RNA Msmt Tiss
110639-2,HBV DNA Msmt Tiss
11064-3,BUN p dialysis SerPl-mCnc
110643-4,Glucose Msmt Stl
110646-7,T3 Msmt SerPl
110647-5,Progest Msmt SerPl
110648-3,Haptoglob Msmt SerPl
11065-0,BUN pre dial SerPl-mCnc
110653-3,Digoxin Msmt SerPl
11066-8,URO-S RBC-cCnc
110664-0,T4 Msmt SerPl
110676-4,Insulin Msmt SerPl
1107-2,Kp sup(b) Ag RBC Donr Ql
11076-7,HCV5-1-1 Ab Ser Ql IB
110769-7,APAP Msmt SerPl
11077-5,HCV SOD Ab Ser Ql IB
11078-3,HIV2 gp80 Ab Ser Ql IB
11079-1,HIV2 p26 Ab Ser Ql IB
110797-8,A phagocytoph IgM Msmt Ser
110799-4,A phagocytoph Ab Msmt Ser
1108-0,Kp sup(b) Ag RBC Ql
11080-9,HIV2 p53 Ab Ser Ql IB
110802-6,HIV1 Ab Msmt Sal
11081-7,HIV2 p56 Ab Ser Ql IB
110819-0,FLUCV Ab Msmt Ser
11082-5,HIV2 p68 Ab Ser Ql IB
110820-8,FLUBV IgM Msmt Ser
110821-6,FLUBV IgG Msmt Ser
110822-4,FLUAV IgM Msmt Ser
110823-2,FLUAV IgG Msmt Ser
110828-1,HBV e Ag Msmt Ser
110832-3,HAV IgM Msmt Ser
110833-1,HAV IgG Msmt Ser
110834-9,HDV Ab Msmt Ser
110855-4,EIV A2 Ab Msmt Ser
110856-2,EIV A1 Ab Msmt Ser
11086-6,S pneum Ag Ser Ql
11087-4,Insulin Ab Titr Ser
110885-1,Hgb Msmt Bld
110886-9,Ethanol Msmt Bld
110888-5,Fibrinogen Msmt PPP
110889-3,SARS-CoV-2 RNA Msmt Resp
110891-9,ZPP Msmt RBC
110902-4,Creat Msmt DiafP
110903-2,Creat Msmt Dial fld
110933-9,TPMT Msmt RBC
110934-7,G6PD Msmt RBC
110938-8,Hgb F Msmt Bld
110939-6,Glucose Msmt Bld
110942-0,Bilirub Msmt Amn
110964-4,HBV surface Ab Msmt Ser
110965-1,HBV DNA Msmt Ser
110977-6,FLUAV+FLUBV Ab Msmt Ser
111005-5,Ca-I Msmt SerPl
111010-5,S pneum Ab Msmt Ser
111012-1,S pyog.enz Ab Msmt Ser
111019-6,p-ANCA Msmt Ser
111020-4,c-ANCA Msmt Ser
11103-9,Neuts Band NFr Mar Manual
11104-7,Baso Normoblasts NFr Mar Manual
11105-4,Basophils NFr Mar Manual
111053-5,Prolactin Msmt SerPl
111054-3,Salicylates Msmt SerPl
111058-4,CK MB Msmt SerPl
11106-2,Eosinophil NFr Mar Manual
111060-0,Cortis Msmt SerPl
111061-8,HBV surface Ag Msmt SerPl
111062-6,Ethanol Msmt SerPl
111063-4,T3Free Msmt SerPl
111065-9,Trigl Msmt SerPl
111069-1,Rheumatoid fact Msmt Snv
11107-0,Variant Lymphs NFr Mar Manual
111078-2,Ammonia Msmt Ur
11108-8,Lymphocytes NFr Mar Manual
111088-1,PYD/Creat Msmt Ur
111089-9,Prot/Creat Msmt Ur
111097-2,Sodium/Creat Msmt Ur
111108-7,Potassium/Creat Msmt Ur
111119-4,Phe/Creat Msmt Ur
11112-0,Monocytes NFr Mar Manual
111148-3,C peptide Msmt Ur
11115-3,Neutrophils NFr Mar Manual
111179-8,Cystine/Creat Msmt Ur
111208-5,Ethanol Msmt Ur
111211-9,DPD/Creat Msmt Ur
111224-2,OH-Proline/Creat Msmt Ur
111254-9,Testost Msmt Ur
111263-0,Sodium Msmt Stl
111266-3,Potassium Msmt Stl
111267-1,Estradiol Msmt SerPl
111268-9,HBV DNA Msmt SerPl
111273-9,HDLc Msmt SerPl
111274-7,T4 Free Msmt SerPl
11128-6,Neuts Seg NFr Mar
111291-1,ANCA Ab Msmt Ser
1113-0,Le sup(a) Ag RBC BPU Ql
11130-2,B Lymphocytes # Bld
11131-0,Deprecated Erythroblasts early Fr Mar
11132-8,Deprecated Bilirub Fld-mCnc
111329-9,Insulin Ab Msmt Ser
111375-2,Neutrophil Ab Msmt Ser
111384-4,Testost Free Msmt SerPl
111385-1,Testost Msmt SerPl
111386-9,Magnesium Msmt Stl
111390-1,M Protein Msmt Ur
111392-7,Iron Msmt Ur
111399-2,UUN Msmt Ur
1114-8,Le sup(a) Ag RBC Donr Ql
111406-5,Cortis Msmt Ur
111408-1,B2 Microglob Msmt Ur
11141-9,Phosphate/Creat Ur
111417-2,Rheumatoid fact Msmt Ser
111419-8,Albumin Msmt SerPl
11142-7,Glucose 15M p 100 g Glc PO SerPl-mCnc
111424-8,FLUBV Ab Msmt Ser
111428-9,Rheumatoid fact Msmt Fld
11143-5,Glucose 45M p 100 g Glc PO SerPl-mCnc
111453-7,Chloride Msmt Ur
111459-4,Potassium Msmt Ur
111464-4,Amylase Msmt Ur
111465-1,Magnesium Msmt Ur
111466-9,Sodium Msmt Ur
111467-7,Albumin/Creat Msmt Ur
111468-5,HIV1 RNA Msmt SerPl
111469-3,HCV RNA Msmt SerPl
11147-6,Myoglobin/Creat Ur
111471-9,Cortis F Msmt Ur
111478-4,FLUAV whole genome ID Spec Seq
11148-4,Potassium/Creat Ur
11149-2,Sodium/Creat Ur
1115-5,Le sup(a) Ag RBC Ql
111506-2,HBV BCP Mut SerPl Seq
111507-0,HBV preC mut SerPl Seq
11151-8,Hct VFr BldCo Calc
111511-2,HBV RT gene mut SerPl Ql Seq
111512-0,HBV surface Ag DNA mut SerPl Ql Seq
111519-5,LDL.oxidized SerPl-mCnc
11152-6,Eosinophil NFr Mar
111525-2,Hereditary PGL/PCC multi anl Bld/T-mCnc
11153-4,Hct VFr Fld Calc
111535-1,Albumin transudation rate Patient Calc
111538-5,BVA report Patient Doc
111539-3,Hct adj to ideal bv VFr Patient Calc
11155-9,Cortis/Creat Ur
111559-1,FLUBV RNA BAS Ql NAA+n-prb
111560-9,FLUAV RNA BAS Ql NAA+n-prb
111567-4,S pyo DNA BAS NAA+n-prb-NCncRng
111568-2,S pneum DNA BAS NAA+n-prb-NCncRng
